user_id,recency,frequency,total_views,total_cart_adds,compound_score
U000001,31.715571552500002,0.14869055403703735,-6.0645678302932335,2.346471191320422,48.876576388492424
U000002,23.43419813534065,-10.018747275357658,-5.24927631041317,-1.5130328940989328,-1.9117158377504844
U000003,8.485361497750462,10.465476266297634,3.511077023612655,-0.21610740768396297,-73.15037470942138
U000004,-15.743722525007726,2.3823794349041405,6.29810373146092,0.3505183128285059,42.93670474745955
U000005,4.6209443646596835,21.253965809570253,-5.376369971173803,0.3834169053179829,1.6970355036573719
U000006,-17.093353077875143,-24.17892764308877,0.6334251583388202,-0.7461788771057292,36.45761550404953
U000008,-4.806180330838317,-0.7176493187676107,0.44002262200761805,0.5320178481592422,24.711946432091946
U000009,-4.0478804879748385,17.678536174017456,-6.195306733745666,-3.9841141144978165,2.1184743218472026
U000010,-8.793074738685457,-1.808370009277202,4.628680784572003,-3.269053743676359,-27.152213817300407
U000011,5.9481951049771284,-3.282814927510377,-2.444819370705363,-1.2500946050658535,-62.36094438879572
U000012,-6.301790481798092,-1.1062424524481058,-2.8558542409340935,-4.312908604443278,-73.06217770715612
U000013,-3.1172303034256212,19.65445653122721,5.2903806837660206,-0.07488905173492004,-2.7191993484535346
U000014,-11.812393967452813,9.085715482996983,1.865544902239924,-5.1015511717859,-79.66886110180108
U000016,2.043734463375772,7.002776259539299,-2.632767038003218,-2.0443301471828534,-85.55405304907981
U000017,-5.585419897755075,19.239785554934166,6.100705209834518,0.8287021425642491,28.38210211057506
U000018,19.07904386934306,6.908034713780115,-5.177979759009285,-8.548114454949657,-72.50045851661915
U000019,-8.690980077269016,0.5826380534474632,-3.5874059319734495,-0.9510939474558878,10.765935065029272
U000020,9.273947810165298,-11.573574591766201,-7.653064292540033,-4.853193150350672,29.153109557981807
U000021,-15.532780641353774,-12.809308040553395,-2.555307150903455,-0.6811057145944241,22.643162185559103
U000022,-6.142688766544357,-16.865856316696018,0.367229238936485,-3.51712843666541,23.249251328898662
U000023,-2.0719426773600276,-9.614192853062493,-0.12961778142018227,-2.188991008796142,23.507211350581652
U000024,6.462146049415798,19.97340986444025,5.248756754547188,0.32940138952426035,15.241667525184557
U000025,12.15599816598487,-0.9009345856403856,2.377123433134762,0.2148786916483286,26.815692981499303
U000026,10.360724638919715,-5.093488919962632,-1.5509327428648667,-1.0765920586674966,16.156955339814697
U000027,-0.591620067552478,4.4350669593227146,-0.2150841689328397,2.34094428218919,-61.2955606909045
U000029,8.349303703104182,17.529997937657203,-2.5052105488134226,0.744693698997106,18.32016691986445
U000030,6.644102579410669,7.002776259539299,-2.990126184556542,-2.0443301471828534,-89.79706201856139
U000031,25.822166504388544,-24.90669976226195,-0.9975858341839916,-0.09298051866635869,-6.905948565025658
U000032,-17.359766479038512,-14.149135610667198,0.43541544378878466,-2.077125172057965,22.67488322106229
U000034,-7.69960672991749,-7.806050412812528,-7.012087628737925,0.3545330257023779,9.793488600072793
U000035,-14.333492064123105,-13.283409220660996,-12.437368498301408,0.5302527766525135,-23.747392810317525
U000036,-5.4426542460449525,-18.814953541321596,-2.9027014748416433,0.17697584887265436,31.905459322694334
U000037,-7.971078982048611,3.287544118524243,-0.8689427286711459,-0.6342001002952928,23.47197746506573
U000038,-5.416064865652787,-14.445963393445354,0.6052384917154469,0.15977865733514401,-7.210383153877944
U000039,19.09595620471156,7.963218477812329,-7.590348786244526,-5.163954330855895,-68.89681735606361
U000040,-8.195217319212166,18.129801305111606,-2.906059615250696,2.6003451779121267,27.57538383766382
U000041,8.610471603629266,7.260618441999329,0.9411301058059688,0.11534094820030515,-70.89458083934811
U000042,-9.63740581891073,-10.343486091931608,-8.640893928926305,-1.8871536611722384,-39.41654614461714
